,Collect_DateTime,No,Code,Name,Rem,Last,Done,LACP,Chg,%,Chg,Vol,('00),Buy,Vol,('00)
0,2019-10-15_15-10-23,1,0012,3A[S],s,0.795,0.790,0.005,+0.63,200,80,0.795,0.800,274,0.795,0.795
1,2019-10-15_15-10-23,2,7054,AASIA[S],s,0.110,0.110,-,-,330,520,0.110,0.120,1799,0.110,0.110
2,2019-10-15_15-10-23,3,5238,AAX[S],s,0.160,0.160,-,-,44605,19409,0.160,0.165,30103,0.165,0.155
3,2019-10-15_15-10-23,4,5238WA,AAX-WA[S],s,0.010,0.010,-,-,4100,5140,0.010,0.015,108164,0.010,0.010
4,2019-10-15_15-10-23,5,7086,ABLEGRP[S],s,-,0.065,-,-,-,3754,0.060,0.070,1514,-,-
5,2019-10-15_15-10-23,6,2488,ABMB,s,2.830,2.820,0.010,+0.35,21137,1019,2.820,2.830,2269,2.840,2.780
6,2019-10-15_15-10-23,7,7131,ACME[S],s,-,0.240,-,-,-,201,0.210,0.280,70,-,-
7,2019-10-15_15-10-23,8,7120,ACOSTEC[S],s,0.405,0.405,-,-,4324,126,0.400,0.405,544,0.405,0.400
8,2019-10-15_15-10-23,9,5281,ADVCON[S],s,0.445,0.445,-,-,39209,3616,0.440,0.445,109,0.450,0.435
9,2019-10-15_15-10-23,10,7191,ADVENTA[S],s,-,0.525,-,-,-,20,0.525,0.580,30,-,-
10,2019-10-15_15-10-23,11,9148,ADVPKG[S],s,2.090,2.130,-0.040,-1.88,543,100,2.080,2.100,100,2.090,2.070
11,2019-10-15_15-10-23,12,7146,AEM,s,-,0.100,-,-,-,113,0.100,0.110,900,-,-
12,2019-10-15_15-10-23,13,7146WA,AEM-WA,s,-,0.005,-,-,-,-,-,0.005,10341,-,-
13,2019-10-15_15-10-23,14,6599,AEON[S],s,1.530,1.530,-,-,1405,103,1.520,1.530,73,1.540,1.520
14,2019-10-15_15-10-23,15,5139,AEONCR,s,15.560,15.400,0.160,+1.04,1054,93,15.520,15.560,55,15.580,15.400
15,2019-10-15_15-10-23,16,5185,AFFIN,s,1.950,1.950,-,-,228,306,1.940,1.950,291,1.950,1.940
16,2019-10-15_15-10-23,17,5198,AFUJIYA[S],s,-,0.550,-,-,-,50,0.500,0.530,50,-,-
17,2019-10-15_15-10-23,18,7315,AHB[S],s,-,0.120,-,-,-,3263,0.120,0.125,1710,-,-
18,2019-10-15_15-10-23,19,7090,AHEALTH[S],s,2.230,2.250,-0.020,-0.89,70,124,2.210,2.240,9,2.230,2.210
19,2019-10-15_15-10-23,20,4952,AHP,s,-,0.795,-,-,-,50,0.775,0.800,499,-,-
20,2019-10-15_15-10-23,21,5099,AIRASIA,s,1.810,1.750,0.060,+3.43,66667,2789,1.810,1.820,6412,1.820,1.750
21,2019-10-15_15-10-23,22,5014,AIRPORT,s,8.790,8.740,0.050,+0.57,4665,120,8.790,8.800,1254,8.840,8.740
22,2019-10-15_15-10-23,23,2682,AISB[S],s,-,0.220,-,-,-,250,0.210,0.245,224,-,-
23,2019-10-15_15-10-23,24,2658,AJI[S],s,15.800,15.920,-0.120,-0.75,325,26,15.800,15.840,16,16.000,15.800
24,2019-10-15_15-10-23,25,7609,AJIYA[S],s,0.410,0.410,-,-,800,17,0.410,0.415,600,0.410,0.410
25,2019-10-15_15-10-23,26,7609WA,AJIYA-WA[S],s,0.055,0.060,-0.005,-8.33,365,635,0.055,0.070,440,0.055,0.055
26,2019-10-15_15-10-23,27,5115,ALAM[S],s,0.095,0.090,0.005,+5.56,71788,104877,0.090,0.095,51710,0.100,0.090
27,2019-10-15_15-10-23,28,5115WA,ALAM-WA[S],s,0.045,0.050,-0.005,-10.00,88215,23795,0.045,0.050,63804,0.045,0.040
28,2019-10-15_15-10-23,29,5116,ALAQAR[S],s,1.480,1.480,-,-,40,9,1.480,1.490,171,1.480,1.480
29,2019-10-15_15-10-23,30,2674,ALCOM[S],s,0.445,0.445,-,-,322,47,0.445,0.450,38,0.450,0.440
30,2019-10-15_15-10-23,31,1163,ALLIANZ,s,13.980,13.800,0.180,+1.30,1,2,13.820,13.880,20,13.980,13.980
31,2019-10-15_15-10-23,32,1163PA,ALLIANZ-PA,s,-,14.000,-,-,-,5,13.600,-,-,-,-
32,2019-10-15_15-10-23,33,5269,ALSREIT[S],s,0.860,0.870,-0.010,-1.15,41,31,0.860,0.885,55,0.880,0.850
33,2019-10-15_15-10-23,34,1015,AMBANK,s,3.850,3.840,0.010,+0.26,5146,764,3.850,3.860,958,3.880,3.830
34,2019-10-15_15-10-23,35,5293,AME[S],s,1.670,1.550,0.120,+7.74,147863,734,1.670,1.680,1632,1.710,1.550
35,2019-10-15_15-10-23,36,0159,AMEDIA[S],Ss,-,0.135,-,-,-,-,-,-,-,-,-
36,2019-10-15_15-10-23,37,5120,AMFIRST,s,0.485,0.490,-0.005,-1.02,2210,3389,0.480,0.485,855,0.490,0.480
37,2019-10-15_15-10-23,38,1007,AMPROP[S],s,-,0.475,-,-,-,474,0.475,0.490,247,-,-
38,2019-10-15_15-10-23,39,1007PB,AMPROP-PB[S],s,-,0.435,-,-,-,300,0.430,0.540,240,-,-
39,2019-10-15_15-10-23,40,7031,AMTEL,s,0.620,0.615,0.005,+0.81,140,190,0.615,0.620,9,0.620,0.620
40,2019-10-15_15-10-23,41,5959,AMVERTON[S],s,-,1.120,-,-,-,200,1.040,1.130,290,-,-
41,2019-10-15_15-10-23,42,6351,AMWAY[S],s,5.630,5.650,-0.020,-0.35,185,111,5.620,5.630,50,5.630,5.620
42,2019-10-15_15-10-23,43,7083,ANALABS[S],s,1.100,1.100,-,-,40,140,1.100,1.120,20,1.100,1.100
43,2019-10-15_15-10-23,44,4758,ANCOM[S],s,0.485,0.485,-,-,1622,728,0.485,0.490,710,0.495,0.485
44,2019-10-15_15-10-23,45,6556,ANNJOO[S],s,1.130,1.140,-0.010,-0.88,3136,1540,1.130,1.140,352,1.160,1.130
45,2019-10-15_15-10-23,46,6556PA,ANNJOO-PA,s,0.380,0.460,-0.080,-17.39,143,157,0.380,0.480,455,0.380,0.380
46,2019-10-15_15-10-23,47,9342,ANZO[S],s,0.025,0.025,-,-,31317,25788,0.025,0.030,134705,0.030,0.025
47,2019-10-15_15-10-23,48,9342WA,ANZO-WA[S],s,-,0.005,-,-,-,-,-,0.005,52796,-,-
48,2019-10-15_15-10-23,49,9342WB,ANZO-WB[S],s,-,0.020,-,-,-,28627,0.015,0.020,2995,-,-
49,2019-10-15_15-10-23,50,9342WC,ANZO-WC[S],s,-,0.005,-,-,-,-,-,0.005,201465,-,-
50,2019-10-15_15-10-23,51,5568,APB[S],s,-,0.465,-,-,-,112,0.465,0.500,131,-,-
51,2019-10-15_15-10-23,52,5088,APEX,s,-,0.800,-,-,-,1,0.805,0.850,50,-,-
52,2019-10-15_15-10-23,53,5194,APFT[S],s,0.010,0.010,-,-,1180,491369,0.005,0.010,35475,0.010,0.010
53,2019-10-15_15-10-23,54,5015,APM[S],s,2.260,2.270,-0.010,-0.44,212,4,2.250,2.260,199,2.270,2.250
54,2019-10-15_15-10-23,55,6432,APOLLO[S],s,3.870,3.850,0.020,+0.52,40,9,3.870,3.940,23,3.870,3.860
55,2019-10-15_15-10-23,56,7214,ARANK[S],s,0.500,0.490,0.010,+2.04,448,50,0.495,0.505,380,0.500,0.500
56,2019-10-15_15-10-23,57,7181,ARBB[S],s,0.325,0.315,0.010,+3.17,36099,7845,0.320,0.325,3076,0.330,0.315
57,2019-10-15_15-10-23,58,7181PA,ARBB-PA,s,0.120,0.120,-,-,10020,16650,0.115,0.120,1673,0.120,0.120
58,2019-10-15_15-10-23,59,7007,ARK[S],s,-,0.270,-,-,-,3,0.255,0.500,161,-,-
59,2019-10-15_15-10-23,60,7007WB,ARK-WB[S],s,-,0.090,-,-,-,1500,0.015,0.080,10,-,-
60,2019-10-15_15-10-23,61,5210,ARMADA,s,0.420,0.415,0.005,+1.20,619516,113801,0.415,0.420,45357,0.425,0.405
61,2019-10-15_15-10-23,62,5127,ARREIT,s,0.765,0.780,-0.015,-1.92,946,20,0.765,0.770,264,0.770,0.765
62,2019-10-15_15-10-23,63,1481,ASB[S],s,0.130,0.130,-,-,3220,608,0.130,0.135,23336,0.130,0.130
63,2019-10-15_15-10-23,64,7722,ASIABRN[S],s,-,0.500,-,-,-,20,0.480,0.520,100,-,-
64,2019-10-15_15-10-23,65,7129,ASIAFLE[S],s,-,2.350,-,-,-,190,2.330,2.360,10,-,-
65,2019-10-15_15-10-23,66,4057,ASIAPAC[S],s,0.115,0.120,-0.005,-4.17,750,7396,0.115,0.120,10252,0.115,0.115
66,2019-10-15_15-10-23,67,4057WB,ASIAPAC-WB[S],s,-,0.045,-,-,-,1340,0.035,0.045,879,-,-
67,2019-10-15_15-10-23,68,7162,ASTINO[S],s,0.665,0.690,-0.025,-3.62,184,211,0.660,0.665,6,0.665,0.660
68,2019-10-15_15-10-23,69,6399,ASTRO,s,1.390,1.370,0.020,+1.46,12751,4872,1.380,1.400,3656,1.400,1.380
69,2019-10-15_15-10-23,70,8176,ATAIMS[S],s,1.480,1.440,0.040,+2.78,15,115,1.440,1.460,180,1.480,1.480
70,2019-10-15_15-10-23,71,7048,ATLAN,s,4.180,4.100,0.080,+1.95,2022,10,4.100,4.180,93,4.180,4.100
71,2019-10-15_15-10-23,72,5130,ATRIUM,s,1.040,1.040,-,-,222,960,1.030,1.040,540,1.040,1.040
72,2019-10-15_15-10-23,73,7099,ATTA[S],s,-,0.415,-,-,-,70,0.405,0.425,19,-,-
73,2019-10-15_15-10-23,74,7099PA,ATTA-PA,s,-,0.075,-,-,-,480,0.075,0.085,2300,-,-
74,2019-10-15_15-10-23,75,7099WB,ATTA-WB[S],s,0.050,0.065,-0.015,-23.08,52,1348,0.050,0.075,1000,0.050,0.050
75,2019-10-15_15-10-23,76,7099WC,ATTA-WC[S],s,-,0.085,-,-,-,244,0.075,0.200,71,-,-
76,2019-10-15_15-10-23,77,8885,AVI[S],s,-,0.125,-,-,-,2104,0.120,0.125,2226,-,-
77,2019-10-15_15-10-23,78,7579,AWC[S],s,0.585,0.580,0.005,+0.86,5394,40,0.585,0.590,1239,0.585,0.580
78,2019-10-15_15-10-23,79,7579WA,AWC-WA[S],s,0.150,0.145,0.005,+3.45,368,132,0.150,0.155,800,0.150,0.150
79,2019-10-15_15-10-23,80,6888,AXIATA[S],s,4.230,4.250,-0.020,-0.47,9936,1083,4.220,4.230,1326,4.300,4.200
80,2019-10-15_15-10-23,81,5106,AXREIT[S],s,1.800,1.790,0.010,+0.56,25685,18298,1.790,1.800,2854,1.800,1.790
81,2019-10-15_15-10-23,82,2305,AYER[S],s,-,4.000,-,-,-,10,3.720,4.100,5,-,-
82,2019-10-15_15-10-23,83,5021,AYS[S],s,-,0.300,-,-,-,400,0.290,0.295,236,-,-
83,2019-10-15_15-10-23,84,7078,AZRB[S],s,0.375,0.380,-0.005,-1.32,768,237,0.370,0.375,165,0.375,0.370
84,2019-10-15_15-10-23,85,7078WA,AZRB-WA[S],s,-,0.175,-,-,-,400,0.155,0.180,50,-,-
85,2019-10-15_15-10-23,86,7251,BARAKAH[S],s,0.030,0.035,-0.005,-14.29,8459,66343,0.030,0.035,197620,0.030,0.030
86,2019-10-15_15-10-23,87,4162,BAT,s,18.880,17.600,1.280,+7.27,9247,7,18.840,18.900,64,19.260,17.800
87,2019-10-15_15-10-23,88,5248,BAUTO[S],s,2.180,2.200,-0.020,-0.91,18867,3527,2.180,2.190,2844,2.210,2.180
88,2019-10-15_15-10-23,89,6602,BCB,s,-,0.260,-,-,-,300,0.245,0.260,300,-,-
89,2019-10-15_15-10-23,90,6173,BDB[S],s,0.340,0.340,-,-,80,60,0.340,0.350,330,0.340,0.340
90,2019-10-15_15-10-23,91,5190,BENALEC,s,-,0.145,-,-,-,7357,0.140,0.145,752,-,-
91,2019-10-15_15-10-23,92,9814,BERTAM[S],s,-,0.185,-,-,-,2000,0.150,0.230,100,-,-
92,2019-10-15_15-10-23,93,8133,BHIC[S],s,-,1.280,-,-,-,20,1.250,1.300,30,-,-
93,2019-10-15_15-10-23,94,7005,BIG[S],s,-,0.300,-,-,-,200,0.290,0.305,133,-,-
94,2019-10-15_15-10-23,95,5258,BIMB[S],s,4.160,4.120,0.040,+0.97,888,341,4.150,4.160,4,4.180,4.100
95,2019-10-15_15-10-23,96,5258WA,BIMB-WA[S],s,0.275,0.265,0.010,+3.77,4901,2723,0.270,0.280,2200,0.275,0.265
96,2019-10-15_15-10-23,97,6998,BINTAI[S],s,-,0.120,-,-,-,9656,0.115,0.120,493,-,-
97,2019-10-15_15-10-23,98,6998WA,BINTAI-WA[S],s,0.015,0.015,-,-,2643,646,0.015,0.020,5650,0.015,0.015
98,2019-10-15_15-10-23,99,5032,BIPORT[S],s,-,3.950,-,-,-,30,3.950,4.000,5,-,-
99,2019-10-15_15-10-23,100,3239,BJASSET,s,0.300,0.300,-,-,330,790,0.295,0.300,770,0.300,0.295
100,2019-10-15_15-10-23,101,3239WB,BJASSET-WB,s,0.045,0.045,-,-,500,60,0.045,0.050,609,0.045,0.045
101,2019-10-15_15-10-23,102,3395,BJCORP,s,0.235,0.235,-,-,9984,81778,0.235,0.240,65442,0.235,0.235
102,2019-10-15_15-10-23,103,3395WB,BJCORP-WB,s,-,0.030,-,-,-,380,0.030,0.035,2359,-,-
103,2019-10-15_15-10-23,104,3395WC,BJCORP-WC,s,-,0.055,-,-,-,9000,0.045,0.055,6829,-,-
104,2019-10-15_15-10-23,105,5196,BJFOOD,s,1.400,1.430,-0.030,-2.10,40,115,1.400,1.430,52,1.400,1.400
105,2019-10-15_15-10-23,106,4219,BJLAND,s,0.195,0.195,-,-,8422,7272,0.195,0.200,29705,0.200,0.195
106,2019-10-15_15-10-23,107,6025,BJMEDIA,s,0.220,0.185,0.035,+18.92,65,3,0.220,0.230,10,0.220,0.185
107,2019-10-15_15-10-23,108,1562,BJTOTO,s,2.530,2.560,-0.030,-1.17,2988,754,2.530,2.540,905,2.580,2.530
108,2019-10-15_15-10-23,109,1899,BKAWAN[S],s,15.740,15.700,0.040,+0.25,49,10,15.720,15.760,1,15.740,15.700
109,2019-10-15_15-10-23,110,5069,BLDPLNT[S],s,-,5.720,-,-,-,10,5.250,5.750,50,-,-
110,2019-10-15_15-10-23,111,0168,BOILERM[S],s,0.620,0.620,-,-,1650,100,0.605,0.620,630,0.620,0.590
111,2019-10-15_15-10-23,112,9288,BONIA[S],s,0.250,0.250,-,-,50,260,0.245,0.250,310,0.250,0.250
112,2019-10-15_15-10-23,113,7036,BORNOIL[S],s,0.045,0.045,-,-,2746,1167404,0.040,0.045,130478,0.045,0.040
113,2019-10-15_15-10-23,114,7036WC,BORNOIL-WC[S],s,0.015,0.020,-0.005,-25.00,2200,137751,0.010,0.015,1400,0.015,0.015
114,2019-10-15_15-10-23,115,7036WD,BORNOIL-WD[S],s,0.015,0.020,-0.005,-25.00,37,21929,0.015,0.020,52080,0.015,0.015
115,2019-10-15_15-10-23,116,6297,BOXPAK,s,-,1.110,-,-,-,50,1.110,1.180,50,-,-
116,2019-10-15_15-10-23,117,6297WA,BOXPAK-WA,s,-,0.065,-,-,-,500,0.060,0.080,200,-,-
117,2019-10-15_15-10-23,118,5254,BPLANT[S],s,0.625,0.625,-,-,524,161,0.620,0.625,363,0.625,0.625
118,2019-10-15_15-10-23,119,5100,BPPLAS[S],s,1.000,1.000,-,-,50,280,1.000,1.010,20,1.000,1.000
119,2019-10-15_15-10-23,120,5932,BPURI[S],s,0.120,0.125,-0.005,-4.00,8033,158,0.120,0.125,10650,0.120,0.115
120,2019-10-15_15-10-23,121,9474,BRAHIMS[S],s,0.180,0.175,0.005,+2.86,6889,3246,0.175,0.180,2218,0.180,0.175
121,2019-10-15_15-10-23,122,8761,BREM[S],s,0.790,0.790,-,-,500,3200,0.785,0.795,1002,0.790,0.790
122,2019-10-15_15-10-23,123,9938,BRIGHT,s,0.170,0.180,-0.010,-5.56,321,80,0.165,0.170,154,0.175,0.170
123,2019-10-15_15-10-23,124,7221,BSLCORP[S],s,0.325,0.320,0.005,+1.56,105,1,0.320,0.325,247,0.325,0.315
124,2019-10-15_15-10-23,125,2771,BSTEAD[S],s,0.980,0.970,0.010,+1.03,2359,626,0.970,0.975,317,0.985,0.965
125,2019-10-15_15-10-23,126,7188,BTM[S],s,-,0.095,-,-,-,28,0.095,0.105,552,-,-
126,2019-10-15_15-10-23,127,7188WA,BTM-WA[S],s,-,0.005,-,-,-,-,-,0.005,2940,-,-
127,2019-10-15_15-10-23,128,7188WB,BTM-WB[S],s,-,0.035,-,-,-,499,0.035,0.055,300,-,-
128,2019-10-15_15-10-23,129,1818,BURSA[S],s,6.110,6.150,-0.040,-0.65,1837,485,6.110,6.120,661,6.150,6.100
129,2019-10-15_15-10-23,130,7174,CAB[S],s,0.455,0.450,0.005,+1.11,1006,320,0.450,0.455,353,0.455,0.445
130,2019-10-15_15-10-23,131,7174WA,CAB-WA[S],s,-,0.260,-,-,-,100,0.265,0.275,20,-,-
131,2019-10-15_15-10-23,132,7154,CAELY[S],s,0.450,0.455,-0.005,-1.10,4697,700,0.445,0.450,195,0.465,0.450
132,2019-10-15_15-10-23,133,7154WA,CAELY-WA[S],s,0.260,0.265,-0.005,-1.89,1960,600,0.255,0.260,162,0.270,0.260
133,2019-10-15_15-10-23,134,7128,CAMRES[S],s,-,0.235,-,-,-,300,0.225,0.250,482,-,-
134,2019-10-15_15-10-23,135,5105,CANONE[S],s,3.200,3.200,-,-,50,50,3.180,3.200,12,3.240,3.200
135,2019-10-15_15-10-23,136,5229,CAP,Ss,-,0.010,-,-,-,-,-,-,-,-,-
136,2019-10-15_15-10-23,137,5257,CARIMIN[S],s,1.320,1.320,-,-,35664,252,1.320,1.330,280,1.370,1.310
137,2019-10-15_15-10-23,138,5245,CARING,s,2.200,2.200,-,-,201,21,2.190,2.200,1,2.230,2.200
138,2019-10-15_15-10-23,139,2836,CARLSBG,s,27.460,27.320,0.140,+0.51,499,31,27.460,27.480,20,27.600,27.380
139,2019-10-15_15-10-23,140,7076,CBIP[S],s,0.810,0.805,0.005,+0.62,131,13,0.810,0.815,66,0.810,0.805
140,2019-10-15_15-10-23,141,7076WA,CBIP-WA[S],s,-,0.005,-,-,-,-,-,0.005,32502,-,-
141,2019-10-15_15-10-23,142,2925,CCB,s,1.280,1.350,-0.070,-5.19,92,80,1.280,1.320,32,1.300,1.280
142,2019-10-15_15-10-23,143,7035,CCK[S],s,0.495,0.500,-0.005,-1.00,9803,56,0.495,0.500,1326,0.505,0.495
143,2019-10-15_15-10-23,144,7035WA,CCK-WA[S],s,0.090,0.090,-,-,4718,11411,0.090,0.095,5462,0.090,0.090
144,2019-10-15_15-10-23,145,2879,CCM[S],s,1.600,1.600,-,-,56,148,1.600,1.640,21,1.650,1.600
145,2019-10-15_15-10-23,146,5195,CENSOF[S],s,0.125,0.125,-,-,2900,3132,0.120,0.125,800,0.130,0.125
146,2019-10-15_15-10-23,147,8982,CEPAT[S],s,0.520,0.505,0.015,+2.97,40,200,0.500,0.520,262,0.520,0.520
147,2019-10-15_15-10-23,148,8435,CEPCO[S],s,-,0.530,-,-,-,50,0.485,0.530,119,-,-
148,2019-10-15_15-10-23,149,8044,CFM[S],s,-,1.110,-,-,-,35,1.110,1.300,150,-,-
149,2019-10-15_15-10-23,150,8052,CGB[S],s,-,0.525,-,-,-,100,0.450,-,-,-,-
150,2019-10-15_15-10-23,151,7209,CHEETAH[S],s,-,0.305,-,-,-,8,0.280,0.315,62,-,-
151,2019-10-15_15-10-23,152,7187,CHGP[S],s,0.280,0.275,0.005,+1.82,100,500,0.275,0.290,140,0.280,0.280
152,2019-10-15_15-10-23,153,7187WA,CHGP-WA[S],s,-,0.130,-,-,-,200,0.105,0.130,117,-,-
153,2019-10-15_15-10-23,154,5738,CHHB,s,1.390,1.380,0.010,+0.72,150,70,1.300,1.390,40,1.390,1.360
154,2019-10-15_15-10-23,155,5738WB,CHHB-WB,s,0.230,0.240,-0.010,-4.17,100,250,0.230,0.240,10,0.230,0.230
155,2019-10-15_15-10-23,156,5273,CHINHIN[S],s,0.770,0.755,0.015,+1.99,4500,5,0.770,0.775,413,0.770,0.760
156,2019-10-15_15-10-23,157,1929,CHINTEK,s,-,6.300,-,-,-,10,6.300,6.440,10,-,-
157,2019-10-15_15-10-23,158,5007,CHINWEL[S],s,1.680,1.670,0.010,+0.60,5,90,1.680,1.730,150,1.680,1.680
158,2019-10-15_15-10-23,159,5797,CHOOBEE[S],s,-,1.380,-,-,-,20,1.330,1.440,45,-,-
159,2019-10-15_15-10-23,160,7016,CHUAN[S],s,-,0.375,-,-,-,600,0.355,0.380,1000,-,-
160,2019-10-15_15-10-23,161,2828,CIHLDG,s,1.530,1.530,-,-,200,32,1.530,1.580,72,1.550,1.530
161,2019-10-15_15-10-23,162,1023,CIMB,s,4.940,4.920,0.020,+0.41,30069,2842,4.940,4.950,2782,4.970,4.910
162,2019-10-15_15-10-23,163,7117,CJCEN[S],s,0.390,0.395,-0.005,-1.27,2191,204,0.390,0.395,1204,0.390,0.385
163,2019-10-15_15-10-23,164,7018,CME[S],s,0.035,0.035,-,-,3000,1809,0.035,0.040,9936,0.035,0.035
164,2019-10-15_15-10-23,165,7018WA,CME-WA[S],s,-,0.025,-,-,-,43700,0.025,0.030,9297,-,-
165,2019-10-15_15-10-23,166,5180,CMMT,s,1.070,1.080,-0.010,-0.93,2573,631,1.070,1.080,381,1.080,1.060
166,2019-10-15_15-10-23,167,2852,CMSB[S],s,2.420,2.430,-0.010,-0.41,1723,581,2.410,2.420,540,2.430,2.410
167,2019-10-15_15-10-23,168,7986,CNASIA[S],s,-,0.460,-,-,-,50,0.400,0.460,100,-,-
168,2019-10-15_15-10-23,169,5104,CNI[S],s,0.060,0.065,-0.005,-7.69,1737,63,0.060,0.065,15823,0.060,0.060
169,2019-10-15_15-10-23,170,5188,CNOUHUA,s,0.040,0.040,-,-,220,627,0.040,0.045,15932,0.045,0.040
170,2019-10-15_15-10-23,171,5071,COASTAL,s,0.965,0.965,-,-,201,244,0.955,0.970,642,0.970,0.960
171,2019-10-15_15-10-23,172,7205,COCOLND[S],s,1.940,2.030,-0.090,-4.43,380,50,1.930,1.950,45,1.990,1.940
172,2019-10-15_15-10-23,173,7195,COMCORP,s,0.065,0.070,-0.005,-7.14,150,1160,0.055,0.065,90,0.065,0.055
173,2019-10-15_15-10-23,174,2127,COMFORT[S],s,0.760,0.770,-0.010,-1.30,3090,150,0.760,0.765,291,0.770,0.760
174,2019-10-15_15-10-23,175,5136,COMPLET[S],s,0.690,0.700,-0.010,-1.43,101,257,0.690,0.750,150,0.750,0.690
175,2019-10-15_15-10-23,176,5037,COMPUGT[S],s,0.020,0.020,-,-,12799,415355,0.015,0.020,38648,0.020,0.020
176,2019-10-15_15-10-23,177,8591,CRESBLD[S],s,0.975,0.950,0.025,+2.63,4525,551,0.970,0.975,37,0.985,0.945
177,2019-10-15_15-10-23,178,6718,CRESNDO[S],s,-,1.200,-,-,-,100,1.200,1.220,70,-,-
178,2019-10-15_15-10-23,179,7202,CSCENIC[S],s,1.010,1.000,0.010,+1.00,720,222,1.000,1.010,385,1.010,1.010
179,2019-10-15_15-10-23,180,5094,CSCSTEL[S],s,0.995,0.995,-,-,200,350,0.995,1.000,207,1.000,0.995
180,2019-10-15_15-10-23,181,0051,CUSCAPI[S],s,0.165,0.175,-0.010,-5.71,20005,26776,0.165,0.170,7544,0.180,0.165
181,2019-10-15_15-10-23,182,5049,CVIEW[S],s,-,1.310,-,-,-,50,1.220,1.680,171,-,-
182,2019-10-15_15-10-23,183,9423,CWG[S],s,-,0.455,-,-,-,48,0.420,0.455,100,-,-
183,2019-10-15_15-10-23,184,7157,CYL[S],s,-,0.395,-,-,-,23,0.350,0.385,30,-,-
184,2019-10-15_15-10-23,185,5082,CYMAO[S],s,-,0.280,-,-,-,100,0.270,0.310,350,-,-
185,2019-10-15_15-10-23,186,5184,CYPARK[S],s,1.400,1.400,-,-,4181,1126,1.390,1.400,641,1.410,1.390
186,2019-10-15_15-10-23,187,7204,D&O[S],s,0.630,0.610,0.020,+3.28,98756,4284,0.625,0.630,1382,0.635,0.615
187,2019-10-15_15-10-23,188,8125,DAIBOCI[S],s,2.000,1.990,0.010,+0.50,49,32,2.000,2.050,270,2.050,2.000
188,2019-10-15_15-10-23,189,8125WB,DAIBOCI-WB[S],s,0.285,0.300,-0.015,-5.00,20,70,0.220,0.280,600,0.285,0.285
189,2019-10-15_15-10-23,190,5276,DANCO[S],s,0.525,0.500,0.025,+5.00,11360,1117,0.520,0.525,260,0.535,0.495
190,2019-10-15_15-10-23,191,5276WA,DANCO-WA[S],s,0.265,0.235,0.030,+12.77,7409,514,0.260,0.265,621,0.270,0.235
191,2019-10-15_15-10-23,192,8338,DATAPRP[S],s,0.165,0.170,-0.005,-2.94,1432,1818,0.165,0.170,3687,0.165,0.165
192,2019-10-15_15-10-23,193,0091,DAYA,s,0.005,0.010,-0.005,-50.00,6000,1219818,0.005,0.010,97121,0.010,0.005
193,2019-10-15_15-10-23,194,5141,DAYANG[S],s,2.140,2.130,0.010,+0.47,75158,2672,2.140,2.150,2037,2.200,2.110
194,2019-10-15_15-10-23,195,7179,DBE[S],s,0.025,0.030,-0.005,-16.67,800,612127,0.025,0.030,24845,0.030,0.025
195,2019-10-15_15-10-23,196,7179WB,DBE-WB[S],s,0.005,0.005,-,-,200,116814,0.005,0.010,249902,0.005,0.005
196,2019-10-15_15-10-23,197,3484,DBHD[S],s,0.410,0.415,-0.005,-1.20,300,500,0.405,0.415,300,0.410,0.410
197,2019-10-15_15-10-23,198,3484WA,DBHD-WA[S],s,-,0.065,-,-,-,2000,0.060,0.065,975,-,-
198,2019-10-15_15-10-23,199,7119,DEGEM[S],s,-,1.060,-,-,-,300,1.050,1.060,50,-,-
199,2019-10-15_15-10-23,200,5132,DELEUM[S],s,1.060,1.070,-0.010,-0.93,2486,330,1.050,1.060,38,1.070,1.050
200,2019-10-15_15-10-23,201,7212,DESTINI[S],s,0.200,0.200,-,-,12192,2132,0.200,0.205,12312,0.205,0.195
201,2019-10-15_15-10-23,202,7277,DIALOG[S],s,3.430,3.410,0.020,+0.59,31155,4992,3.430,3.440,682,3.450,3.400
202,2019-10-15_15-10-23,203,6947,DIGI[S],s,4.630,4.720,-0.090,-1.91,22405,964,4.620,4.630,1512,4.720,4.620
